896,"Nuclear L Blueprint",896
897,"Proton L Blueprint",897
898,"Depleted Uranium L Blueprint",898
899,"Titanium Sabot L Blueprint",899
900,"Fusion L Blueprint",900
901,"Phased Plasma L Blueprint",901
902,"EMP L Blueprint",902
935,"Reaper Blueprint",935
936,"Executioner Blueprint",936
937,"Inquisitor Blueprint",937
938,"Tormentor Blueprint",938
939,"Navitas Blueprint",939
940,"Tristan Blueprint",940
941,"Incursus Blueprint",941
943,"Impairor Blueprint",943
944,"Punisher Blueprint",944
945,"Breacher Blueprint",945
946,"Burst Blueprint",946
947,"Minmatar Peacekeeper Ship Blueprint",947
948,"Ibis Blueprint",948
949,"Kestrel Blueprint",949
950,"Merlin Blueprint",950
952,"Heron Blueprint",952
953,"Velator Blueprint",953
954,"Imicus Blueprint",954
955,"Atron Blueprint",955
956,"Maulus Blueprint",956
957,"Wraith Blueprint",957
958,"Specter Blueprint",958
960,"Devourer Blueprint",960
961,"Fury Blueprint",961
962,"Styx Blueprint",962
963,"Medusa Blueprint",963
964,"Echo Blueprint",964
965,"Lynx Blueprint",965
966,"Swordspine Blueprint",966
967,"Caldari Shuttle Blueprint",967
968,"Moa Blueprint",968
969,"Maller Blueprint",969
970,"Augoror Blueprint",970
971,"Vexor Blueprint",971
972,"Thorax Blueprint",972
973,"Arbitrator Blueprint",973
974,"Rupture Blueprint",974
975,"Bellicose Blueprint",975
976,"Scythe Blueprint",976
977,"Blackbird Blueprint",977
978,"Celestis Blueprint",978
979,"Exequror Blueprint",979
983,"Badger Blueprint",983
984,"Badger Mark II Blueprint",984
985,"Iteron Blueprint",985
986,"Hoarder Blueprint",986
987,"Mammoth Blueprint",987
988,"Wreathe Blueprint",988
989,"Iteron Mark II Blueprint",989
990,"Iteron Mark III Blueprint",990
991,"Iteron Mark IV Blueprint",991
992,"Iteron Mark V Blueprint",992
993,"Visitant Blueprint",993
994,"Scorpion Blueprint",994
995,"Megathron Blueprint",995
996,"Apocalypse Blueprint",996
997,"Armageddon Blueprint",997
998,"Typhoon Blueprint",998
999,"Dominix Blueprint",999
1001,"Eidolon Blueprint",1001
1002,"Erebus Blueprint",1002
1010,"Small Shield Extender I Blueprint",1010
1013,"Small Shield Extender II Blueprint",1013
1026,"Shield Recharger I Blueprint",1026
1027,"Shield Recharger II Blueprint",1027
1032,"Small Shield Booster I Blueprint",1032
1033,"Small Shield Booster II Blueprint",1033
1067,"1MN Microwarpdrive I Blueprint",1067
1071,"1MN Afterburner II Blueprint",1071
1072,"1MN Afterburner I Blueprint",1072
1073,"1MN Microwarpdrive II Blueprint",1073
1074,"Cargo Scanner I Blueprint",1074
1075,"Ship Scanner I Blueprint",1075
1076,"Survey Scanner I Blueprint",1076
1079,"Warp Scrambler I Blueprint",1079
1080,"Warp Scrambler II Blueprint",1080
1095,"Gyrostabilizer II Blueprint",1095
1096,"Gyrostabilizer I Blueprint",1096
1099,"Small Armor Repairer I Blueprint",1099
1100,"Small Hull Repairer I Blueprint",1100
1102,"Stasis Webifier I Blueprint",1102
1103,"Stasis Webifier II Blueprint",1103
1105,"Small Energy Transfer Array I Blueprint",1105
1106,"Small Nosferatu I Blueprint",1106
1109,"Small Energy Neutralizer I Blueprint",1109
1112,"75mm Gatling Rail I Blueprint",1112
1113,"Light Electron Blaster I Blueprint",1113
1114,"Light Ion Blaster I Blueprint",1114
1115,"Light Neutron Blaster I Blueprint",1115
1116,"150mm Railgun I Blueprint",1116
1117,"Heavy Electron Blaster I Blueprint",1117
1118,"Dual 150mm Railgun I Blueprint",1118
1119,"Heavy Neutron Blaster I Blueprint",1119
1120,"Heavy Ion Blaster I Blueprint",1120
1121,"250mm Railgun I Blueprint",1121
1122,"Electron Blaster Cannon I Blueprint",1122
1123,"Dual 250mm Railgun I Blueprint",1123
1124,"Neutron Blaster Cannon I Blueprint",1124
1125,"425mm Railgun I Blueprint",1125
1126,"Ion Blaster Cannon I Blueprint",1126
1128,"Medium Capacitor Booster I Blueprint",1128
1129,"Adaptive Invulnerability Field I Blueprint",1129
1130,"Iron Charge S Blueprint",1130
1131,"Tungsten Charge S Blueprint",1131
1132,"Iridium Charge S Blueprint",1132
1133,"Lead Charge S Blueprint",1133
1134,"Thorium Charge S Blueprint",1134
1135,"Uranium Charge S Blueprint",1135
1136,"Plutonium Charge S Blueprint",1136
1137,"Antimatter Charge S Blueprint",1137
1138,"Iron Charge M Blueprint",1138
1139,"Tungsten Charge M Blueprint",1139
1140,"Iridium Charge M Blueprint",1140
1141,"Lead Charge M Blueprint",1141
1142,"Thorium Charge M Blueprint",1142
1143,"Uranium Charge M Blueprint",1143
1144,"Plutonium Charge M Blueprint",1144
1145,"Antimatter Charge M Blueprint",1145
1146,"Iron Charge L Blueprint",1146
1147,"Tungsten Charge L Blueprint",1147
1148,"Iridium Charge L Blueprint",1148
1149,"Lead Charge L Blueprint",1149
1150,"Thorium Charge L Blueprint",1150
1151,"Uranium Charge L Blueprint",1151
1152,"Plutonium Charge L Blueprint",1152
1153,"Antimatter Charge L Blueprint",1153
1154,"Radio S Blueprint",1154
1155,"Microwave S Blueprint",1155
1156,"Infrared S Blueprint",1156
1157,"Standard S Blueprint",1157
1158,"Ultraviolet S Blueprint",1158
1159,"Xray S Blueprint",1159
1160,"Gamma S Blueprint",1160
1161,"Multifrequency S Blueprint",1161
1162,"Radio M Blueprint",1162
1163,"Microwave M Blueprint",1163
1164,"Infrared M Blueprint",1164
1165,"Standard M Blueprint",1165
1166,"Ultraviolet M Blueprint",1166
1167,"Xray M Blueprint",1167
1168,"Gamma M Blueprint",1168
1169,"Multifrequency M Blueprint",1169
1170,"Radio L Blueprint",1170
1171,"Microwave L Blueprint",1171
1172,"Infrared L Blueprint",1172
1173,"Standard L Blueprint",1173
1174,"Ultraviolet L Blueprint",1174
1175,"Xray L Blueprint",1175
1176,"Gamma L Blueprint",1176
1177,"Multifrequency L Blueprint",1177
1178,"Cap Booster 25 Blueprint",1178
1179,"Cap Booster 50 Blueprint",1179
1182,"Auto Targeting System I",1182
1183,"Small Armor Repairer II",1183
1184,"Small Armor Repairer II Blueprint",1184
1185,"Small Capacitor Battery I",1185
1186,"Small Capacitor Battery I Blueprint",1186
1190,"Small Energy Transfer Array II",1190
1191,"Small Energy Transfer Array II Blueprint",1191
1192,"Basic Overdrive Injector System",1192
1193,"Basic EM Plating",1193
1194,"Amarr Sentry Gun",1194
1195,"Cap Recharger I",1195
1196,"Cap Recharger I Blueprint",1196
1197,"EM Plating I",1197
1198,"EM Plating II",1198
1201,"Wasp I",1201
1202,"Civilian Mining Drone",1202
1204,"EM Plating I Blueprint",1204
1205,"EM Plating II Blueprint",1205
1208,"Auto Targeting System I Blueprint",1208
1210,"ECM Burst I Blueprint",1210
1212,"Passive Targeter I Blueprint",1212
1214,"Wasp I Blueprint",1214
1215,"Heavy Defender Missile I Blueprint",1215
1216,"Mjolnir Auto-Targeting Light Missile I Blueprint",1216
1217,"Python Mine Blueprint",1217
1218,"Civilian Mining Drone Blueprint",1218
1220,"Scourge Rocket Blueprint",1220
1221,"Scourge Torpedo Blueprint",1221
1223,"Bistot",1223
1224,"Pyroxeres",1224
1225,"Crokite",1225
1226,"Jaspet",1226
1227,"Omber",1227
1228,"Scordite",1228
1229,"Gneiss",1229
1230,"Veldspar",1230
1231,"Hemorphite",1231
1232,"Dark Ochre",1232
1233,"Enigma",1233
1236,"Overdrive Injector System II",1236
1237,"Overdrive Injector System II Blueprint",1237
1240,"Basic Reinforced Bulkheads",1240
1242,"Basic Nanofiber Internal Structure",1242
1244,"Overdrive Injector System I",1244
1245,"Overdrive Injector System I Blueprint",1245
1246,"Capacitor Flux Coil I",1246
1247,"Capacitor Flux Coil I Blueprint",1247
1248,"Capacitor Flux Coil II",1248
1249,"Capacitor Flux Coil II Blueprint",1249
1254,"Shield Flux Coil I",1254
1255,"Shield Flux Coil I Blueprint",1255
1256,"Shield Flux Coil II",1256
1257,"Shield Flux Coil II Blueprint",1257
1262,"Basic Explosive Plating",1262
1264,"Explosive Plating I",1264
1265,"Explosive Plating I Blueprint",1265
1266,"Explosive Plating II",1266
1267,"Explosive Plating II Blueprint",1267
1272,"Basic Layered Plating",1272
1274,"Layered Plating I",1274
1275,"Layered Plating I Blueprint",1275
1276,"Layered Plating II",1276
1277,"Layered Plating II Blueprint",1277
1282,"Basic Kinetic Plating",1282
1284,"Kinetic Plating I",1284
1285,"Kinetic Plating I Blueprint",1285
1286,"Kinetic Plating II",1286
1287,"Kinetic Plating II Blueprint",1287
1292,"Basic Thermic Plating",1292
1294,"Thermic Plating I",1294
1295,"Thermic Plating I Blueprint",1295
1296,"Thermic Plating II",1296
1297,"Thermic Plating II Blueprint",1297
1302,"Basic Adaptive Nano Plating",1302
1304,"Adaptive Nano Plating I",1304
1305,"Adaptive Nano Plating I Blueprint",1305
1306,"Adaptive Nano Plating II",1306
1307,"Adaptive Nano Plating II Blueprint",1307
1315,"Basic Expanded Cargohold",1315
1317,"Expanded Cargohold I",1317
1318,"Expanded Cargohold I Blueprint",1318
1319,"Expanded Cargohold II",1319
1320,"Expanded Cargohold II Blueprint",1320
1333,"Reinforced Bulkheads I",1333
1334,"Reinforced Bulkheads I Blueprint",1334
1335,"Reinforced Bulkheads II",1335
1336,"Reinforced Bulkheads II Blueprint",1336
1351,"Basic Reactor Control Unit",1351
1353,"Reactor Control Unit I",1353
1354,"Reactor Control Unit I Blueprint",1354
1355,"Reactor Control Unit II",1355
1356,"Reactor Control Unit II Blueprint",1356
1373,"CharacterAmarr",1373
1374,"CharacterNiKunni",1374
1375,"CharacterCivire",1375
1376,"CharacterDeteis",1376
1377,"CharacterGallente",1377
1378,"CharacterIntaki",1378
1379,"CharacterSebiestor",1379
1380,"CharacterBrutor",1380
1381,"CharacterStatic",1381
1382,"CharacterModifier",1382
1383,"CharacterAchura",1383
1384,"CharacterJinMei",1384
1385,"CharacterKhanid",1385
1386,"CharacterVherokior",1386
1401,"Basic Inertia Stabilizers",1401
1403,"Inertia Stabilizers I",1403
1404,"Inertia Stabilizers I Blueprint",1404
1405,"Inertia Stabilizers II",1405
1406,"Inertia Stabilizers II Blueprint",1406
1419,"Basic Shield Power Relay",1419
1422,"Shield Power Relay II",1422
1423,"Shield Power Relay II Blueprint",1423
1436,"Auto Targeting System II",1436
1437,"Auto Targeting System II Blueprint",1437
1445,"Capacitor Power Relay I",1445
1446,"Capacitor Power Relay I Blueprint",1446
1447,"Capacitor Power Relay II",1447
1448,"Capacitor Power Relay II Blueprint",1448
1529,"Caldari Administrative Station",1529
1530,"Caldari Research Station",1530
1531,"Caldari Trading Station",1531
1537,"Basic Power Diagnostic System",1537
1539,"Power Diagnostic System I",1539
1540,"Power Diagnostic System I Blueprint",1540
1541,"Power Diagnostic System II",1541
1542,"Power Diagnostic System II Blueprint",1542
1547,"Small Proton Smartbomb I",1547
1548,"Small Proton Smartbomb I Blueprint",1548
1549,"Small Proton Smartbomb II",1549
1550,"Small Proton Smartbomb II Blueprint",1550
1551,"Small Graviton Smartbomb I",1551
1552,"Small Graviton Smartbomb I Blueprint",1552
1553,"Small Graviton Smartbomb II",1553
1554,"Small Graviton Smartbomb II Blueprint",1554
1557,"Small Plasma Smartbomb I",1557
1558,"Small Plasma Smartbomb I Blueprint",1558
1559,"Small Plasma Smartbomb II",1559
1560,"Small Plasma Smartbomb II Blueprint",1560
1563,"Small EMP Smartbomb I",1563
1564,"Small EMP Smartbomb I Blueprint",1564
1565,"Small EMP Smartbomb II",1565
1566,"Small EMP Smartbomb II Blueprint",1566
1601,"Amarr Bonus",1601
1602,"Ni-Kunni Bonus",1602
1603,"Civire Bonus",1603
1604,"Deteis Bonus",1604
1605,"Gallente Bonus",1605
1606,"Intaki Bonus",1606
1607,"Sebiestor Bonus",1607
1608,"Brutor Bonus",1608
1611,"Computer Empathy Bonus",1611
1612,"Ordered Mind Bonus",1612
1613,"Standard DNA Pattern Bonus",1613
1614,"Killer Instinct Bonus",1614
1615,"Deft Hands Bonus",1615
1616,"Structural Understanding Bonus",1616
1617,"Creative Bonus",1617
1618,"Glib Tongue Bonus",1618
1619,"August Demeanor Bonus",1619
1620,"Superior Motion Sense Bonus",1620
1621,"High-G Tolerance Bonus",1621
1622,"Vector Reckoning Bonus",1622
1623,"Stratum Form Feel Bonus",1623
1624,"Doctrine Ingrained Bonus",1624
1625,"Three Dimensional Thinking Bonus",1625
1626,"Swift Neural Grafting Bonus",1626
1627,"Booster Immunity Bonus",1627
1628,"Algiophobia Bonus",1628
1629,"Barophobia Bonus",1629
1630,"Cenophobia Bonus",1630
1631,"Claustrophobia Bonus",1631
1632,"Monophobia Bonus",1632
1633,"Mysophobia Bonus",1633
1634,"Taphephobia Bonus",1634
1635,"Xenophobia Bonus",1635
1636,"Mechanical Inaptitude Bonus",1636
1639,"Weak Double-helix Bond Bonus",1639
1640,"Short Attention Span Bonus",1640
1641,"Wasteful Bonus",1641
1642,"Trigger-happy Bonus",1642
1643,"Epileptic Bonus",1643
1644,"Strong Immunity System Bonus",1644
1650,"Amarr Military Academy Pilot Bonus",1650
1651,"Amarr Military Academy Gunner Bonus",1651
1652,"Amarr Technical School Engineering Bonus",1652
1653,"Amarr Technical School Electronics Bonus",1653
1654,"Amarr Business School Commerce Bonus",1654
1655,"Amarr Business School Industry Bonus",1655
1657,"Caldari Military Academy Pilot Bonus",1657
1658,"Caldari Military Academy Gunner Bonus",1658
1659,"Caldari Technical School Engineering Bonus",1659
1660,"Caldari Technical School Electronics Bonus",1660
1661,"Caldari Business School Commerce Bonus",1661
1662,"Caldari Business School Industry Bonus",1662
1663,"Gallente Military Academy Pilot Bonus",1663
1664,"Gallente Military Academy Gunner Bonus",1664
1665,"Gallente Technical School Engineering Bonus",1665
1666,"Gallente Technical School Electronics Bonus",1666
1667,"Gallente Business School Commerce Bonus",1667
1668,"Gallente Business School Industry Bonus",1668
1669,"Minmatar Military Academy Pilot Bonus",1669
1670,"Minmatar Military Academy Gunner Bonus",1670
1671,"Minmatar Technical School Engineering Bonus",1671
1672,"Minmatar Technical School Electronic Bonus",1672
1673,"Minmatar Business School Commerce Bonus",1673
1674,"Minmatar Business School Industry Bonus",1674
1675,"Bounty Hunter Bonus",1675
1676,"Scientist Bonus",1676
1677,"Industrialist Bonus",1677
1678,"Corporate Magnate Bonus",1678
1679,"Covert-op Bonus",1679
1680,"Navy Captain Bonus",1680
1798,"Basic EM Ward Amplifier",1798
1800,"Basic Thermic Dissipation Amplifier",1800
1802,"Basic Kinetic Deflection Amplifier",1802
1804,"Basic Explosive Deflection Amplifier",1804
1808,"EM Ward Amplifier I",1808
1809,"EM Ward Amplifier I Blueprint",1809
1810,"Scourge Auto-Targeting Light Missile I",1810
1811,"Scourge Auto-Targeting Light Missile I Blueprint",1811
1814,"Nova Auto-Targeting Light Missile I",1814
1815,"Nova Auto-Targeting Light Missile I Blueprint",1815
1816,"Inferno Auto-Targeting Light Missile I",1816
1817,"Inferno Auto-Targeting Light Missile I Blueprint",1817
1818,"Scourge Auto-Targeting Heavy Missile I",1818
1819,"Scourge Auto-Targeting Heavy Missile I Blueprint",1819
1820,"Mjolnir Auto-Targeting Heavy Missile I",1820
1821,"Mjolnir Auto-Targeting Heavy Missile I Blueprint",1821
1822,"Nova Auto-Targeting Heavy Missile I",1822
1823,"Nova Auto-Targeting Heavy Missile I Blueprint",1823
1824,"Inferno Auto-Targeting Heavy Missile I",1824
1825,"Inferno Auto-Targeting Heavy Missile I Blueprint",1825
1826,"Scourge Auto-Targeting Cruise Missile I",1826
1827,"Scourge Auto-Targeting Cruise Missile I Blueprint",1827
1828,"Mjolnir Auto-Targeting Cruise Missile I",1828
1829,"Mjolnir Auto-Targeting Cruise Missile I Blueprint",1829
1830,"Nova Auto-Targeting Cruise Missile I",1830
1831,"Nova Auto-Targeting Cruise Missile I Blueprint",1831
1832,"Inferno Auto-Targeting Cruise Missile I",1832
1833,"Inferno Auto-Targeting Cruise Missile I Blueprint",1833
1855,"Ship Scanner II",1855
1856,"Ship Scanner II Blueprint",1856
1875,"Rapid Light Missile Launcher I",1875
1876,"Rapid Light Missile Launcher I Blueprint",1876
1877,"Rapid Light Missile Launcher II",1877
1878,"Rapid Light Missile Launcher II Blueprint",1878
1893,"Basic Heat Sink",1893
1896,"Concord Police Frigate",1896
