     5000, Inferno Heavy Assault Missile 
     4998, Caldari Navy Nova Heavy Assault Missile 
     4941, Glazed Hedbergite 
     4889, Caldari Navy Uranium Charge S 
     4881, Small Anti-EM Screen Reinforcer I 
     4867, Caldari Navy Inferno Heavy Assault Missile 
     4857, Quake L 
     4841, Technetium 
     4740, Charred Micro Circuit 
     4670, Guristas Iron Charge S 
     4660, Electrolytes 
     4612, Guristas Nova Rocket 
     4573, Burned Logic Circuit 
     4550, Tripped Power Circuit 
     4485, Cap Booster 25 
     4039, Federation Navy Lead Charge S 
     4000, Dread Guristas Iron Charge S 
     3985, Fried Interface Circuit 
     3928, Nova Auto-Targeting Light Missile I 
     3920, Damage Control II 
     3844, Fusion L 
     3682, Limited 1MN Microwarpdrive I 
     3576, Damaged Artificial Neural Network 
     3575, Metal Scraps 
     3468, Warrior II 
     3440, Shadow Lead Charge S 
     3324, Republic Fleet Proton L 
     3316, Cap Booster 50 
     3270, Republic Fleet Nuclear L 
     3265, Republic Fleet Carbonized Lead S 
     3121, Fiery Kernite 
     3091, Ballistic Control System II 
     3056, Targeting Range Script 
     3029, Republic Fleet Depleted Uranium L 
     3000, Proton M 
     2991, Positron Cord 
     2888, Mjolnir Javelin Heavy Assault Missile 
     2829, Small Core Defense Field Extender I 
     2736, Warp Disrupt Probe 
     2706, Hobgoblin II 
     2658, Limited 'Limos' Light Missile Launcher 
     2564, Medium Shield Extender I 
     2528, Federation Navy Iron Charge L 
     2500, Federation Navy Tungsten Charge M 
     2496, Mjolnir Auto-Targeting Light Missile I 
     2495, Small Anti-Thermal Screen Reinforcer I 
     2482, Mjolnir Precision Heavy Missile 
     2475, Small Processor Overclocking Unit I 
     2471, Federation Navy Thorium Charge S 
     2387, Core Scanner Probe I 
     2360, Dread Guristas Tungsten Charge S 
     2346, Magnetic Field Stabilizer II 
     2298, Prototype 'Arbalest' Torpedo Launcher 
     2298, 200mm AutoCannon I 
     2225, Light Defender Missile I 
     2204, 200mm AutoCannon II 
     2204, Mjolnir Rage Torpedo 
     2185, Federation Navy Iron Charge M 
     2124, Upgraded 'Malkuth' Light Missile Launcher 
     2117, Light Electron Blaster I 
     2095, Navy Cap Booster 25 
     2057, Scorched Telemetry Processor 
     2056, Scan Resolution Script 
     2044, Nova Cruise Missile 
     2020, 1MN Microwarpdrive I 
     2013, Scourge Auto-Targeting Heavy Missile I 
     2000, Caldari Navy Lead Charge L 
     2000, Caldari Navy Iron Charge L 
     1993, Cap Booster 800 
     1992, Hornet EC-300 
     1957, Upgraded 1MN Microwarpdrive I 
     1940, Guristas Mjolnir Rocket 
     1938, Mjolnir Precision Light Missile 
     1927, Inferno Precision Heavy Missile 
     1896, Light Neutron Blaster II 
     1892, Tungsten Charge L 
     1889, Inferno Precision Light Missile 
     1867, Malfunctioning Shield Emitter 
     1864, Ward Console 
     1858, J5b Phased Prototype Warp Scrambler I 
     1790, Nanofiber Internal Structure II 
     1788, Snowball 
     1781, Small Hydraulic Bay Thrusters I 
     1769, Inferno Fury Heavy Missile 
     1765, Damage Control I 
     1744, Amarr Fuel Block 
     1715, Gyrostabilizer II 
     1668, Hermetic Membranes 
     1628, Barium Firework 
     1627, Rocket Launcher II 
     1619, Navy Cap Booster 400 
     1606, Warp Scrambler I 
     1601, Warrior I 
     1600, Scourge Heavy Assault Missile 
     1600, Federation Navy Lead Charge L 
     1597, Navy Cap Booster 800 
     1591, X5 Prototype Engine Enervator 
     1591, Sisters Core Scanner Probe 
     1584, Copper Firework 
     1554, Sensor Booster II 
     1530, Warp Core Stabilizer I 
     1529, Guristas Scourge Light Missile 
     1504, Luminous Kernite 
     1497, Medium Shield Extender II 
     1487, Nova Javelin Torpedo 
     1476, Small Ancillary Current Router I 
     1448, Merlin 
     1446, Sodium Firework 
     1431, Shadow Iridium Charge S 
     1422, Dysprosium 
     1376, Plutonium Charge M 
     1363, Megacyte 
     1360, Federation Navy Iron Charge S 
     1359, Medium Core Defense Field Extender I 
     1356, Stasis Webifier I 
     1355, Domination Carbonized Lead S 
     1314, Ballistic Control System I 
     1306, Sensor Booster I 
     1286, Warp Disruptor II 
     1265, Talwar 
     1245, Scorch S 
     1224, Guristas Nova Light Missile 
     1213, Warp Scrambler II 
     1210, Pristine Jaspet 
     1206, Overdrive Injector System I 
     1197, Navy Cap Booster 200 
     1153, Covert Ops Cloaking Device II 
     1152, 150mm Light AutoCannon I 
     1147, Light Neutron Blaster I 
     1143, Experimental 1MN Afterburner I 
     1142, Large Shield Extender II 
     1133, Inferno Rage Torpedo 
     1120, Tangled Power Conduit 
     1120, Arch Angel Nuclear S 
     1113, Kernite 
     1106, Nanofiber Internal Structure I 
     1105, 1MN Afterburner II 
     1086, Mjolnir Citadel Torpedo 
     1081, Light Ion Blaster II 
     1080, Small Polycarbon Engine Housing I 
     1063, Multifrequency S 
     1047, Warden I 
     1039, Hobgoblin I 
     1020, Adaptive Invulnerability Field II 
     1008, Synthetic Synapses 
     1000, Guristas Nova Heavy Missile 
     1000, Federation Navy Tungsten Charge S 
     1000, Guristas Iron Charge L 
     1000, Guristas Lead Charge M 
     1000, Guristas Scourge Heavy Assault Missile 
     1000, Dread Guristas Iridium Charge M 
     1000, Javelin L 
     1000, Vitric Hedbergite 
     1000, Shadow Iron Charge M 
     1000, Guardian Iron Charge M 
      987, Navy Cap Booster 100 
      985, Arch Angel Nuclear M 
      979, Small Ionic Field Projector I 
      942, Experimental 10MN Microwarpdrive I 
      940, Light Missile Launcher II 
      937, Tracking Enhancer II 
      935, Energized Adaptive Nano Membrane II 
      913, Radiant Hemorphite 
      894, Heavy Defender Missile I 
      874, Dread Guristas Iridium Charge S 
      868, Medium Trimark Armor Pump I 
      866, Nova Citadel Torpedo 
      858, 'Langour' Drive Disruptor I 
      852, Hammerhead II 
      848, Light Electron Blaster II 
      838, Medium Azeotropic Ward Salubrity I 
      830, Inferno Javelin Heavy Assault Missile 
      822, Magnetic Field Stabilizer I 
      819, 280mm Howitzer Artillery I 
      817, Arch Angel Nuclear XL 
      812, Armor Plates 
      811, Drone Damage Amplifier II 
      807, Thrasher 
      800, Arch Angel Carbonized Lead M 
      794, Bouncer I 
      784, Atron 
      776, Inferno Citadel Torpedo 
      773, Sisters Combat Scanner Probe 
      765, Smashed Trigger Unit 
      747, Prototype Cloaking Device I 
      747, Small Nosferatu I 
      739, Contaminated Nanite Compound 
      738, 150mm Railgun II 
      736, Alloyed Tritanium Bar 
      735, Gyrostabilizer I 
      730, Medium Subordinate Screen Stabilizer I 
      721, Small Trimark Armor Pump I 
      708, 280mm Howitzer Artillery II 
      706, Inferno Auto-Targeting Light Missile I 
      705, Targeting Range Dampening Script 
      686, 150mm Light AutoCannon II 
      682, Orbital Laser S 
      669, Guardian Tungsten Charge S 
      664, Garde I 
      660, Small Warhead Calefaction Catalyst I 
      651, Medium Anti-EM Screen Reinforcer I 
      646, 1MN Afterburner I 
      644, Rocket Launcher I 
      640, Small Ancillary Armor Repairer 
      639, Heat Sink II 
      639, Thruster Console 
      627, F-90 Positional Sensor Subroutines 
      624, Cynosural Field Generator I 
      619, Overdrive Injector System II 
      619, Small Capacitor Control Circuit I 
      600, Federation Navy Plutonium Charge S 
      600, Domination Carbonized Lead M 
      599, Small Anti-Kinetic Screen Reinforcer I 
      595, Broken Drone Transceiver 
      593, Small Focused Pulse Laser II 
      592, Small Hybrid Collision Accelerator I 
      577, Civilian Miner 
      577, Nova Precision Heavy Missile 
      570, Prismatic Gneiss 
      564, Medium Ancillary Shield Booster 
      562, Limited Light Neutron Blaster I 
      560, Warp Disruptor I 
      547, Cap Booster 100 
      545, Conflagration S 
      545, Imperial Navy Multifrequency L 
      537, Datacore - Quantum Physics 
      533, Tracking Speed Disruption Script 
      526, Adaptive Nano Plating II 
      526, Imperial Navy Multifrequency S 
      522, Small Low Friction Nozzle Joints I 
      521, Defective Current Pump 
      519, Rifter 
      516, Medium F-S9 Regolith Shield Induction 
      514, Light Ion Blaster I 
      508, Optimal Range Script 
      505, 'Arbalest' Rocket Launcher I 
      503, Small Armor Repairer II 
      501, Small Auxiliary Nano Pump I 
      500, Expanded Cargohold II 
      500, Tremor L 
      498, Navy Cap Booster 150 
      493, Cap Recharger II 
      492, Republic Fleet Carbonized Lead L 
      489, Limited 1MN Afterburner I 
      485, Federation Navy Midshipman Insignia I 
      484, Imperial Navy Multifrequency M 
      480, Power Couplings 
      476, Domination Depleted Uranium S 
      475, Heavy Ion Blaster II 
      473, Dual Light Pulse Laser II 
      464, Electronic Link 
      462, Federation Navy Uranium Charge M 
      460, Combat Scanner Probe I 
      460, Guristas Iron Charge M 
      456, Manticore 
      456, Conductive Polymer 
      455, Gatling Pulse Laser I 
      453, Drone Link Augmentor I 
      451, Cap Booster 150 
      442, Electronic Parts 
      441, Venture 
      441, Power Circuit 
      439, Condor 
      438, Faint Epsilon Warp Scrambler I 
      435, OE-5200 Rocket Launcher 
      432, Chromium 
      431, Small Auxiliary Thrusters I 
      429, Stasis Webifier II 
      427, Hammerhead I 
      420, Fleeting Propulsion Inhibitor I 
      419, Tracking Speed Script 
      415, Kestrel 
      415, Capacitor Power Relay II 
      415, Regulated Light Ion Phase Cannon I 
      405, Small Bay Loading Accelerator I 
      400, Mjolnir Auto-Targeting Heavy Missile I 
      400, Domination Nuclear M 
      398, Barium Firework CXIV 
      387, 200mm Light 'Scout' Autocannon I 
      387, Modal Light Electron Particle Accelerator I 
      385, Scan Resolution Dampening Script 
      383, Garde II 
      383, Federation Navy Sergeant Insignia III 
      381, Navy Cap Booster 75 
      380, Fleeting Progressive Warp Scrambler I 
      379, Power Diagnostic System II 
      379, Salvager I 
      378, Small S95a Remote Shield Booster 
      377, Prototype 'Arbalest' Light Missile Launcher 
      377, Valkyrie II 
      370, 1MN Microwarpdrive II 
      369, Cap Booster 200 
      365, Contaminated Lorentz Fluid 
      362, 'Hypnos' Ion Field ECM I 
      360, 125mm Railgun II 
      355, 220mm Vulcan AutoCannon II 
      354, Small Targeting System Subcontroller I 
      350, Small Particle Dispersion Projector I 
      349, Small Rocket Fuel Cache Partition I 
      348, Capacitor Power Relay I 
      339, Small Anti-Explosive Pump I 
      339, Logic Circuit 
      338, Co-Processor II 
      336, Ocular Filter - Basic 
      334, Small Projectile Collision Accelerator I 
      334, Neural Boost - Basic 
      331, J5 Prototype Warp Disruptor I 
      330, Optimal Range Disruption Script 
      329, 200mm Reinforced Rolled Tungsten Plates I 
      329, Small Hybrid Burst Aerator I 
      328, 125mm Gatling AutoCannon I 
      326, Phased Weapon Navigation Array Generation Extron 
      325, 'Malkuth' Rocket Launcher I 
      324, Thulium 
      322, Carbonized Lead M 
      321, Small Projectile Burst Aerator I 
      317, Federation Navy Sergeant Insignia I 
      316, Slasher 
      314, Arch Angel Depleted Uranium XL 
      312, Experimental 10MN Afterburner I 
      312, Limited Light Ion Blaster I 
      308, Inertia Stabilizers II 
      308, Carbon 
      307, Velator 
      303, Pseudoelectron Containment Field I 
      301, Medium Particle Dispersion Projector I 
      300, Bouncer II 
      300, Nova Auto-Targeting Heavy Missile I 
      300, Uranium Charge L 
      296, Scorch M 
      295, 425mm AutoCannon II 
      295, 1600mm Reinforced Steel Plates II 
      292, Memory Augmentation - Basic 
      292, Interface Circuit 
      290, Large F-S9 Regolith Shield Induction 
      287, Mobile Depot 
      286, Small Particle Dispersion Augmentor I 
      284, Ibis 
      284, 200mm Prototype Gauss Gun 
      283, Small Gravity Capacitor Upgrade I 
      283, Light Armor Maintenance Bot I 
      282, Medium Anti-Thermal Screen Reinforcer I 
      282, Faint Warp Disruptor I 
      282, Curator I 
      281, Scorch L 
      281, Multifrequency M 
      280, Cybernetic Subprocessor - Basic 
      280, Balmer Series Tracking Disruptor I 
      278, Melted Capacitor Console 
      275, Datacore - Caldari Starship Engineering 
      275, Heavy Electron Blaster II 
      270, Medium Capacitor Control Circuit I 
      270, Ukomi Superconductors 
      270, Industrial Explosives 
      269, Tracking Computer II 
      269, 10MN Afterburner II 
      266, 125mm Gatling AutoCannon II 
      264, Alumel-Wired Sensor Augmentation 
      263, Micro Circuit 
      263, Mjolnir Auto-Targeting Cruise Missile I 
      260, Patterned Stasis Web I 
      260, Bomb Launcher I 
      259, 250mm Light Artillery Cannon II 
      255, Lyavite 
      253, Data Sheets 
      253, Torpedo Launcher II 
      252, Expanded Cargohold I 
      252, Superconductors 
      250, Shrapnel Bomb 
      249, Artificial Neural Network 
      248, 200mm Light Prototype Automatic Cannon 
      246, 10MN Afterburner I 
      246, Initiated Harmonic Warp Scrambler I 
      243, 200mm Railgun II 
      242, Tristan 
      242, BZ-5 Neutralizing Spatial Destabilizer ECM 
      241, Civilian Gatling Railgun 
      241, Valkyrie I 
      240, Dual Light Beam Laser I 
      239, Enfeebling Phase Inversion ECM I 
      236, Electron Bomb 
      235, Prototype 'Arbalest' Rapid Light Missile Launcher 
      235, Micro Auxiliary Power Core II 
      234, F85 Peripheral Damage System I 
      233, Griffin 
      232, Hound 
      231, 'Hypnos' Signal Distortion Amplifier I 
      229, Medium Ancillary Current Router I 
      229, Salvage Drone I 
      228, Warp Core Stabilizer II 
      226, Low Frequency Sensor Suppressor I 
      226, Experimental TE-2100 Light Missile Launcher 
      222, Anode Light Neutron Particle Cannon I 
      220, Civilian Light Electron Blaster 
      220, Power Diagnostic System I 
      220, 5W Infectious Power System Malfunction 
      220, Mark I Modified SS Overdrive Injector 
      219, Mega Pulse Laser II 
      217, Multifrequency L 
      216, Federation Navy Fleet Major Insignia I 
      215, Limited Adaptive Invulnerability Field I 
      213, Vespa EC-600 
      210, Curator II 
      209, 1600mm Reinforced Rolled Tungsten Plates I 
      209, Small Capacitor Booster II 
      209, 200mm Light Gallium Machine Gun 
      208, Beta Reactor Control: Capacitor Power Relay I 
      207, 250mm Railgun II 
      207, Hydrogen Batteries 
      205, Small Shield Extender II 
      205, Heavy Missile Launcher II 
      204, 75mm Gatling Rail II 
      198, Large Shield Extender I 
      198, 'Umbra' White Noise ECM 
      197, Limited Ocular Filter 
      196, Ocular Filter - Standard 
      196, Cap Recharger I 
      196, Catalyst 
      195, Anode Light Electron Particle Cannon I 
      194, Civilian Scourge Light Missile 
      193, Neural Boost - Standard 
      193, Small 'Gremlin' Power Core Disruptor I 
      193, 1400mm 'Scout' Artillery I 
      193, Focused Medium Pulse Laser II 
      193, Nuclear M 
      191, Executioner 
      191, EM Ward Amplifier II 
      189, 400mm Reinforced Rolled Tungsten Plates I 
      188, Small Energy Neutralizer II 
      187, Adaptive Invulnerability Field I 
      186, Anode Light Ion Particle Cannon I 
      186, Incursus 
      185, Rapid Light Missile Launcher II 
      185, Omnidirectional Tracking Link I 
      184, Medium Armor Repairer II 
      183, Reaper 
      183, Caldari Navy Hookbill 
      182, Moa 
      181, Small Unstable Power Fluctuator I 
      180, Conflagration M 
      179, Reactor Control Unit I 
      178, Snowball CXIV 
      175, Optical Tracking Computer I 
      172, Small Shield Extender I 
      172, Medium S95a Remote Shield Booster 
      172, Gatling Pulse Laser II 
      171, Energized Adaptive Nano Membrane I 
      171, Large Trimark Armor Pump I 
      171, Fernite Alloy 
      168, Limited Social Adaptation Chip 
      168, Cap Booster 400 
      167, Berserker I 
      166, Phased Muon Sensor Disruptor I 
      165, Conflagration L 
      164, Radio L 
      164, Signal Distortion Amplifier II 
      164, Type-D Altered SS Overdrive Injector 
      163, Small Nanobot Accelerator I 
      163, Emergency Damage Control I 
      162, Neodymium 
      162, Sodium Firework CXIV 
      160, Relic Analyzer I 
      160, Medium Remote Shield Booster I 
      158, 'Halcyon' Core Equalizer I 
      156, Memory Augmentation - Standard 
      154, Cybernetic Subprocessor - Standard 
      154, Core Probe Launcher I 
      154, Test Dummies 
      153, Data Analyzer I 
      151, Limited Cybernetic Subprocessor 
      150, Radio S 
      150, Nuclear Reactors 
      149, Cap Booster 75 
      148, Limited Memory Augmentation 
      148, Mining Drone I 
      148, Ogre I 
      148, Modal Ion Particle Accelerator I 
      146, Limited Neural Boost 
      146, Blackbird 
      146, 1600mm Reinforced Steel Plates I 
      146, Auxiliary Parts 
      145, Medium Particle Dispersion Augmentor I 
      142, Capsule - Genolution 'Auroral' 197-variant 
      142, 'Hypnos' Multispectral ECM I 
      141, Small Nosferatu II 
      140, Light Shield Maintenance Bot I 
      139, Small Energy Locus Coordinator I 
      138, Signal Distortion Amplifier I 
      138, Corpse 
      138, Datacore - Mechanical Engineering 
      137, 1400mm Howitzer Artillery II 
      137, 'Limos' Rocket Launcher I 
      136, Cormorant 
      135, Signal Amplifier II 
      134, Small Hyperspatial Velocity Optimizer I 
      134, Remote Sensor Dampener I 
      134, Medium Auxiliary Nano Pump I 
      132, 220mm Medium Prototype Automatic Cannon 
      131, EM Ward Field II 
      130, Small 'Knave' Energy Drain 
      129, Heavy Neutron Blaster II 
      129, Inherent Implants 'Squire' Engineering EG-601 
      129, Small Diminishing Power System Drain I 
      128, Omnidirectional Tracking Link II 
      128, Corax 
      127, Small F-S9 Regolith Shield Induction 
      126, Medium Electrochemical Capacitor Booster I 
      125, Dual 180mm AutoCannon II 
      125, Civilian Gatling Autocannon 
      125, Fleeting Warp Disruptor I 
      125, Improved Cloaking Device II 
      125, Hornet I 
      125, Intact Shield Emitter 
      124, 250mm Prototype Gauss Gun 
      123, Mega Anode Particle Stream I 
      122, Datacore - Hydromagnetic Physics 
      120, Armor Explosive Hardener II 
      120, Heavy Assault Missile Launcher II 
      120, Target Painter I 
      118, 150mm Light 'Scout' Autocannon I 
      118, 425mm Prototype Gauss Gun 
      118, Hornet II 
      117, Algos 
      117, Scythe 
      117, Federation Navy Midshipman Insignia II 
      116, Small Ancillary Shield Booster 
      116, Thorax 
      114, Exotic Dancers, Female 
      113, ECM - Ion Field Projector I 
      113, Medium Cargohold Optimization I 
      112, ECM - White Noise Generator I 
      111, Anode Ion Particle Cannon I 
      111, Discovery Survey Probe I 
      111, Heavy Pulse Laser II 
      110, Nemesis 
      110, 'Accord' Core Compensation 
      110, Bantam 
      110, Infrared S 
      109, ECM - Phase Inverter I 
      109, Impairor 
      108, Drone Link Augmentor II 
      108, Social Adaptation Chip - Basic 
      108, 280mm Prototype Siege Cannon 
      107, Modal Light Neutron Particle Accelerator I 
      107, Energy Cells 
      106, Medium Targeting System Subcontroller I 
      105, Zainou 'Gypsy' Electronics EE-601 
      105, Standard S 
      105, Impetus Console 
      104, Malediction 
      104, Breacher 
      104, Stabber 
      104, DDO Photometry Tracking Disruptor I 
      104, Medium Remote Armor Repairer I 
      104, Small 'Accommodation' Vestment Reconstructer I 
      104, Modal Light Ion Particle Accelerator I 
      104, Medium Supplemental Barrier Emitter I 
      104, Power Conduit 
      103, Purifier 
      103, Federation Navy Fleet Colonel Insignia II 
      102, Beta Reactor Control: Reaction Control I 
      102, Acolyte I 
      101, 'Arbalest' Heavy Missile Launcher 
      100, Wolf 
      100, Prototype Energized Adaptive Nano Membrane I 
      100, Nova Auto-Targeting Cruise Missile I 
      100, Scourge Auto-Targeting Cruise Missile I 
      100, Inferno Auto-Targeting Heavy Missile I 
      100, Thorium Charge L 
       99, 720mm Howitzer Artillery II 
       99, Expanded Probe Launcher I 
       99, 1400mm Prototype Siege Cannon 
       99, Titanium Chromide 
       98, Small Armor Repairer I 
       97, Crow 
       97, Xray S 
       97, Single-crystal Superalloy I-beam 
       96, 75mm Gatling Rail I 
       96, 250mm Compressed Coil Gun I 
       95, Internal Force Field Array I 
       95, 150mm Railgun I 
       94, Scan Rangefinding Array I 
       94, Vexor 
       94, Drone Damage Amplifier I 
       93, XR-3200 Heavy Missile Bay 
       93, Heavy Modulated Pulse Energy Beam I 
       92, 150mm Prototype Gauss Gun 
       92, Eutectic Capacitor Charge Array 
       92, Regulated Light Neutron Phase Cannon I 
       91, Civilian Gatling Pulse Laser 
       91, Covert Cynosural Field Generator I 
       91, Spare Parts 
       90, Medium Remote Capacitor Transmitter I 
       90, Small Energy Collision Accelerator I 
       90, 10MN Microwarpdrive I 
       89, Small 'Atonement' Remote Shield Booster 
       89, Medium Anti-Explosive Pump I 
       89, Acolyte II 
       89, Dairy Products 
       88, Medium Ancillary Armor Repairer 
       88, Coercer 
       88, Pneumatic Stabilization Actuator I 
       87, Armor Thermic Hardener II 
       87, Small Hybrid Ambit Extension I 
       86, Vespa II 
       85, Armor Kinetic Hardener II 
       85, Telemetry Processor 
       85, Hawk 
       84, Small Tractor Beam I 
       84, Gauss Field Balancer I 
       84, Burst 
       83, Genolution Core Augmentation CA-1 
       83, Kapteyn Sensor Array Inhibitor I 
       83, Mainframe Bit 
       82, Genolution Core Augmentation CA-2 
       82, Imperial Navy Radio L 
       82, Small Semiconductor Memory Cell I 
       82, Punisher 
       81, Caldari Navy Captain Insignia III 
       81, Prototype 100MN Microwarpdrive I 
       81, Claw 
       81, Ultraviolet S 
       80, Small Inefficient Hull Repair Unit 
       80, 125mm Compressed Coil Gun I 
       80, 800mm Repeating Cannon II 
       80, Elemental Crux 
