KillID,SolarSystemID,Time,VName,VShip,VDamage
36805854,30000250,15/02/2014 22:00:00,La Fanette,Capsule,457
36805845,30000250,15/02/2014 21:59:00,La Fanette,Helios,1814
36805116,30000250,15/02/2014 21:40:00,Jessica Moore,Scythe Fleet Issue,30941
36805125,30000250,15/02/2014 21:40:00,Jessica Moore,Capsule,498
36804799,30000250,15/02/2014 21:32:00,Wustenfuchs Rommel,Capsule,455
36804794,30000250,15/02/2014 21:31:00,Wustenfuchs Rommel,Magnate,1040
36804268,30000250,15/02/2014 21:19:00,Prokl Askold,Capsule,384
36804230,30000250,15/02/2014 21:18:00,Prokl Askold,Probe,847
36803901,30000210,15/02/2014 21:10:00,Rex Ruthless,Mobile Tractor Unit,37191
36803871,30000210,15/02/2014 21:09:00,Arthuriya Dentis,Tengu,10329
36803879,30000210,15/02/2014 21:09:00,Arthuriya Dentis,Capsule,435
36803282,30000284,15/02/2014 20:53:00,Taciklepok pokpok,Catalyst,2070
36803294,30000284,15/02/2014 20:53:00,Taciklepok pokpok,Capsule,405
36802637,30000284,15/02/2014 20:37:00,Gingger,Taranis,1727
36802640,30000284,15/02/2014 20:37:00,Sochin,Crow,2470
36802647,30000284,15/02/2014 20:37:00,Sochin,Capsule,457
36802169,30000284,15/02/2014 20:23:00,Nortmas en Margon,Capsule,458
36802115,30000224,15/02/2014 20:21:00,Veloriin,Capsule,443
36802082,30000224,15/02/2014 20:20:00,Veloriin,Probe,997
36801905,30000222,15/02/2014 20:15:00,Joule Serine,Dominix,31550
36801909,30000222,15/02/2014 20:15:00,Kristina Laduko,Capsule,436
36801919,30000222,15/02/2014 20:15:00,Joule Serine,Capsule,447
36801884,30000222,15/02/2014 20:14:00,Kristina Laduko,Covetor,5879
36801338,30000250,15/02/2014 20:03:00,Main Boss Nolen,Ibis,521
36801243,30000299,15/02/2014 20:00:00,Suzy RC Mudstone,Capsule,465
36801245,30000250,15/02/2014 20:00:00,Driac,Capsule,462
36801227,30000299,15/02/2014 19:59:00,SuperJrOBC,Talos,7228
36801236,30000299,15/02/2014 19:59:00,Suzy RC Mudstone,Vexor,6450
36801234,30000250,15/02/2014 19:59:00,Driac,Helios,2043
36799871,30000250,15/02/2014 19:17:00,Manu Propria,Daredevil,3499
36799853,30000250,15/02/2014 19:16:00,Jugger Belvar,Taranis,2056
36799699,30000284,15/02/2014 19:12:00,Void Touch,Capsule,440
36799644,30000284,15/02/2014 19:10:00,Void Touch,Thrasher,4396
36797353,30000250,15/02/2014 18:00:00,Prokl Askold,Capsule,384
36797331,30000250,15/02/2014 17:59:00,Prokl Askold,Probe,847
36797046,30000250,15/02/2014 17:50:00,Sausedges,Deimos,20229
36796678,30000277,15/02/2014 17:34:00,Asuka Brinalle,Capsule,418
36796686,30000277,15/02/2014 17:34:00,Pavlik Rogonocec,Crow,1704
36796569,30000250,15/02/2014 17:29:00,ja-max 0911,Ares,2668
36796584,30000250,15/02/2014 17:29:00,Ghost Hunter Killer,Merlin,2334
36795878,30000214,15/02/2014 17:06:00,Sho Menao,Capsule,460
36795841,30000250,15/02/2014 17:04:00,Divone,Capsule,424
36795842,30000214,15/02/2014 17:04:00,Sho Menao,Vagabond,7205
36795804,30000250,15/02/2014 17:03:00,Divone,Condor,1912
36795335,30000270,15/02/2014 16:48:00,Vitank,Raptor,1634
36794378,30000250,15/02/2014 16:15:00,Waterpilloh,Capsule,413
36794349,30000250,15/02/2014 16:14:00,Waterpilloh,Heron,890
36793697,30000261,15/02/2014 15:49:00,Looney Ed,Capsule,487
36792890,30000250,15/02/2014 15:19:00,Bald Bes,Capsule,439
36792850,30000250,15/02/2014 15:18:00,Bald Bes,Heron,833
36792835,30000250,15/02/2014 15:17:00,ginn Riraille,Capsule,384
36792804,30000250,15/02/2014 15:16:00,ginn Riraille,Velator,572
36792020,30000250,15/02/2014 14:44:00,ferrrrka,Capsule,432
36792012,30000250,15/02/2014 14:44:00,ferrrrka,Astero,1844
36791760,30000250,15/02/2014 14:34:00,Bobby Steele,Capsule,424
36791707,30000250,15/02/2014 14:32:00,macout,Capsule,461
36791688,30000250,15/02/2014 14:31:00,macout,Stabber,10830
36791670,30000250,15/02/2014 14:31:00,Guillejejeje XDD,Hawk,5824
36791527,30000250,15/02/2014 14:25:00,Jessica Moore,Vexor Navy Issue,28420
36791493,30000250,15/02/2014 14:23:00,zaccy Woods,Stiletto,2465
36791468,30000250,15/02/2014 14:22:00,Maniacus,Sabre,7012
36791248,30000250,15/02/2014 14:11:00,macout,Capsule,460
36791245,30000250,15/02/2014 14:10:00,macout,Rokh,62349
36790584,30000316,15/02/2014 13:44:00,Zalver,Flycatcher,3088
36790244,30000250,15/02/2014 13:29:00,Johnatan Meyers,Capsule,408
36790219,30000250,15/02/2014 13:28:00,Johnatan Meyers,Heron,903
36789809,30000250,15/02/2014 13:07:00,Arenoros Cesaille,Capsule,402
36789797,30000250,15/02/2014 13:06:00,Arenoros Cesaille,Imicus,902
36789633,30000315,15/02/2014 12:57:00,Fun Rust,Helios,1414
36789637,30000315,15/02/2014 12:57:00,Fun Rust,Capsule,428
36789382,30000250,15/02/2014 12:45:00,Razvan S,Capsule,410
36789370,30000250,15/02/2014 12:44:00,Razvan S,Heron,625
36789086,30000229,15/02/2014 12:30:00,Oliver Trier,Venture,763
36788961,30000250,15/02/2014 12:23:00,SirHozu,Capsule,416
36788930,30000250,15/02/2014 12:22:00,SirHozu,Heron,915
36788098,30000250,15/02/2014 11:00:00,Eluwien,Drake,24171
36787854,30000277,15/02/2014 10:45:00,molto scarso,Taranis,1824
36787442,30000284,15/02/2014 10:22:00,Mellori Corvid,Capsule,458
36786977,30000263,15/02/2014 09:56:00,Andy Brasco,Heron,751
36786913,30000238,15/02/2014 09:52:00,Talos Bonage,Capsule,399
36785805,30000316,15/02/2014 08:47:00,TitivToluk,Condor,1030
36785230,30000316,15/02/2014 08:13:00,Gas Burf,Helios,1509
36785232,30000316,15/02/2014 08:13:00,Gas Burf,Capsule,451
36784510,30000248,15/02/2014 07:23:00,darkwars0,Capsule,454
36784505,30000248,15/02/2014 07:23:00,darkwars0,Vexor,11345
36784482,30000248,15/02/2014 07:22:00,Dringy Tsero,Brutix,30461
36783539,30000226,15/02/2014 06:23:00,Andrew Cunnin,Velator,639
36783452,30000225,15/02/2014 06:16:00,Illyana Patriscu,Kestrel,1423
36782693,30000317,15/02/2014 05:29:00,Tobias Atreides,Caldari Encounter Surveillance System,226628
36782608,30000250,15/02/2014 05:25:00,Eten Hunt,Capsule,399
36782514,30000250,15/02/2014 05:18:00,mscrisp,Capsule,439
36782502,30000250,15/02/2014 05:17:00,mscrisp,Purifier,2228
36782415,30000264,15/02/2014 05:13:00,Eten Hunt,Astero,1683
36782060,30000224,15/02/2014 04:50:00,Max Celes,Velator,551
36781499,30000210,15/02/2014 04:16:00,Anjue Ely,Capsule,424
36781491,30000210,15/02/2014 04:15:00,Anjue Ely,Drake,18600
36781159,30000299,15/02/2014 03:57:00,Romulus Janus,Thorax,14587
36780421,30000284,15/02/2014 03:26:00,Vulom Ronuken,Capsule,384
36780375,30000284,15/02/2014 03:24:00,Vulom Ronuken,Reaper,490
36780076,30000252,15/02/2014 03:10:00,Cyclop fon Janau,Capsule,384
36780058,30000252,15/02/2014 03:09:00,Cyclop fon Janau,Gallente Shuttle,447
36779985,30000250,15/02/2014 03:06:00,Quaerere Fati,Capsule,413
36779978,30000250,15/02/2014 03:05:00,Quaerere Fati,Astero,1844
36778296,30000252,15/02/2014 01:31:00,dasidar,Loki,12276
36775828,30000252,14/02/2014 23:32:00,bromigo,Capsule,461
36775786,30000252,14/02/2014 23:30:00,bromigo,Rifter,2337
36775307,30000304,14/02/2014 23:12:00,Tubrug1,Gallente Encounter Surveillance System,251155
36774883,30000250,14/02/2014 22:58:00,Alyx Fabregas,Capsule,439
36774863,30000250,14/02/2014 22:57:00,Alyx Fabregas,Imicus,990
36774785,30000250,14/02/2014 22:54:00,Troilem,Cyclone,36297
36774129,30000252,14/02/2014 22:29:00,Lazare Nolen,Capsule,413
36774095,30000252,14/02/2014 22:28:00,Lazare Nolen,Heron,581
36773750,30000263,14/02/2014 22:16:00,Regen Fall,Retriever,8873
36773708,30000250,14/02/2014 22:14:00,victor palyuha,Capsule,410
36773677,30000250,14/02/2014 22:13:00,victor palyuha,Imicus,839
36772888,30000250,14/02/2014 21:44:00,Cyclop fon Janau,Capsule,384
36772863,30000250,14/02/2014 21:43:00,Cyclop fon Janau,Amarr Shuttle,451
36772642,30000284,14/02/2014 21:35:00,Rarity Exotica,Executioner,1368
36771657,30000250,14/02/2014 20:58:00,Von Tibbo,Flycatcher,3890
36771495,30000284,14/02/2014 20:52:00,Troilem,Capsule,465
36771443,30000284,14/02/2014 20:50:00,Troilem,Stratios,20427
36771384,30000284,14/02/2014 20:48:00,Sai57,Raven,85941
36771328,30000214,14/02/2014 20:47:00,Lelo0071,Capsule,460
36771268,30000214,14/02/2014 20:45:00,Lelo0071,Talos,16536
36770303,30000252,14/02/2014 20:10:00,HugeQ,Capsule,450
36770248,30000252,14/02/2014 20:08:00,HugeQ,Thrasher,4975
36770004,30000250,14/02/2014 19:58:00,Jugger Belvar,Capsule,457
36769985,30000250,14/02/2014 19:58:00,Jugger Belvar,Incursus,3470
36769972,30000250,14/02/2014 19:57:00,Bondac,Crow,2968
36769787,30000250,14/02/2014 19:50:00,CYTEHEP 4ELOBE4ECTBA,Capsule,435
36769757,30000250,14/02/2014 19:49:00,CYTEHEP 4ELOBE4ECTBA,Buzzard,1278
36768916,30000250,14/02/2014 19:14:00,Kyki Meza,Capsule,398
36768885,30000250,14/02/2014 19:13:00,Kyki Meza,Sarum Magnate,904
36767832,30000250,14/02/2014 18:36:00,Jackal Saisima,Capsule,413
36767817,30000250,14/02/2014 18:35:00,Jackal Saisima,Ibis,561
36766656,30000250,14/02/2014 17:40:00,Jackal Saisima,Heron,913
36766518,30000250,14/02/2014 17:33:00,Naranec,Capsule,458
36766507,30000250,14/02/2014 17:32:00,Naranec,Slasher,1442
36765863,30000252,14/02/2014 17:05:00,Qvan,Thrasher,2928
36765848,30000252,14/02/2014 17:04:00,Caeltrayian,Imperial Navy Slicer,2126
36765809,30000250,14/02/2014 17:02:00,Nikola Rolando,Capsule,461
36765764,30000250,14/02/2014 17:00:00,Nikola Rolando,Sabre,5909
36765745,30000250,14/02/2014 16:59:00,Maniacus,Stiletto,2927
36764273,30000262,14/02/2014 15:46:00,TAPAnyHbKA,Maelstrom,75131
36763992,30000270,14/02/2014 15:30:00,Nintsu Tailar,Capsule,409
36763975,30000270,14/02/2014 15:29:00,Nintsu Tailar,Probe,909
36763785,30000304,14/02/2014 15:17:00,MuTakarLech,Daredevil,2131
36763764,30000316,14/02/2014 15:16:00,Mira Thanis,Astero,2477
36763771,30000316,14/02/2014 15:16:00,Mira Thanis,Capsule,454
36763693,30000220,14/02/2014 15:12:00,Razzero Firearrow,Capsule,394
36763661,30000220,14/02/2014 15:11:00,Razzero Firearrow,Heron,868
36763618,30000303,14/02/2014 15:09:00,Billycrw Ricktrump,Capsule,417
36763608,30000303,14/02/2014 15:08:00,Billycrw Ricktrump,Heron,918
36763237,30000284,14/02/2014 14:49:00,Nerochi,Mobile Micro Jump Unit,3429
36763201,30000284,14/02/2014 14:47:00,Nerochi,Mobile Micro Jump Unit,5001
36762457,30000231,14/02/2014 13:57:00,xandrossian,Omen Navy Issue,18688
36762419,30000231,14/02/2014 13:54:00,goldenpower,Mackinaw,15711
36762376,30000250,14/02/2014 13:51:00,Bruce Ichinumi,Hawk,5908
36762120,30000250,14/02/2014 13:34:00,Sleeve McFatterson,Capsule,445
36762097,30000250,14/02/2014 13:32:00,Sleeve McFatterson,Retriever,6970
36761900,30000250,14/02/2014 13:18:00,Yodik,Capsule,401
36761882,30000250,14/02/2014 13:17:00,Yodik,Venture,873
36759966,30000284,14/02/2014 09:57:00,Troilem,Mobile Depot,12505
36759967,30000223,14/02/2014 09:57:00,Elanore Wansmore,Capsule,435
36759945,30000223,14/02/2014 09:56:00,Elanore Wansmore,Raven,21856
36758709,30000232,14/02/2014 07:53:00,Kor Rok,Capsule,410
36758700,30000232,14/02/2014 07:52:00,Kor Rok,Buzzard,1202
36758116,30000250,14/02/2014 07:06:00,Ripun Taradol,Capsule,424
36758108,30000250,14/02/2014 07:05:00,Ripun Taradol,Buzzard,1355
36756073,30000284,14/02/2014 04:55:00,Nerochi,Tornado,6022
36756079,30000284,14/02/2014 04:55:00,gardorian,Oracle,9698
36755931,30000284,14/02/2014 04:48:00,Kane Airias,Mobile Tractor Unit,48680
36755824,30000284,14/02/2014 04:41:00,Kane Airias,Noctis,6167
36755821,30000284,14/02/2014 04:40:00,Neo Sage,Armageddon,66004
36754361,30000305,14/02/2014 03:29:00,Miss Devious,Vexor Navy Issue,45952
36753647,30000305,14/02/2014 02:55:00,Pixlo Fame,Taranis,1670
36752705,30000302,14/02/2014 02:09:00,Ame Umida,Caldari Encounter Surveillance System,226498
36751468,30000263,14/02/2014 01:11:00,Radamere Estidal Estidal,Manticore,1241
36751486,30000263,14/02/2014 01:11:00,Radamere Estidal Estidal,Capsule,481
36751448,30000263,14/02/2014 01:10:00,Cpl Roddy,Capsule - Genolution  Auroral  197-variant,454
36751457,30000238,14/02/2014 01:10:00,Radamere Johanson,Capsule,461
36751430,30000263,14/02/2014 01:09:00,Cpl Roddy,Enyo,4647
36751381,30000263,14/02/2014 01:06:00,Rogalas Dorn,Capsule,437
36751368,30000263,14/02/2014 01:06:00,Sol Khan,Enyo,4457
36751346,30000263,14/02/2014 01:05:00,Morgan Torry,Ishkur,3615
36751341,30000263,14/02/2014 01:04:00,Rogalas Dorn,Coercer,2931
36751329,30000263,14/02/2014 01:03:00,Radamere Johanson,Dragoon,4102
36751314,30000284,14/02/2014 01:02:00,Mitchy Baeten,Raven,23731
36751317,30000284,14/02/2014 01:02:00,Mitchy Baeten,Capsule,446
36751215,30000252,14/02/2014 00:57:00,Marowsia Edrick,Capsule,437
36751204,30000252,14/02/2014 00:56:00,Marowsia Edrick,Magnate,985
36750908,30000250,14/02/2014 00:41:00,Irunami Rei,Thorax,9536
36750912,30000250,14/02/2014 00:41:00,Irunami Rei,Capsule,461
36750513,30000250,14/02/2014 00:22:00,Darrek MacNilsen,Capsule,429
36750505,30000250,14/02/2014 00:21:00,Darrek MacNilsen,Slasher,984
36749418,30000284,13/02/2014 23:28:00,Serjan Kairosh,Capsule,432
36749349,30000284,13/02/2014 23:24:00,Nerochi,Capsule,376
36749345,30000284,13/02/2014 23:23:00,Nerochi,Tristan,1865
36749152,30000250,13/02/2014 23:13:00,mishart,Condor,1018
36748829,30000263,13/02/2014 22:58:00,Hypern,Capsule,458
36748715,30000284,13/02/2014 22:54:00,concretechiken,Capsule - Genolution  Auroral  197-variant,461
36748703,30000284,13/02/2014 22:53:00,concretechiken,Deimos,18182
36748645,30000284,13/02/2014 22:51:00,Stoned Cody,Ares,2885
36748619,30000284,13/02/2014 22:49:00,Sliver Demon,Tengu,53198
36748505,30000250,13/02/2014 22:45:00,Jessica Moore,Exequror Navy Issue,19614
36748408,30000284,13/02/2014 22:40:00,concretechiken,Ishtar,14595
36748252,30000250,13/02/2014 22:35:00,krallistice,Heretic,3307
36748238,30000250,13/02/2014 22:34:00,Ereshgikal,Taranis,2537
36747769,30000250,13/02/2014 22:20:00,Jessica Moore,Stabber Fleet Issue,38457
36747751,30000250,13/02/2014 22:19:00,Xiron Corvon,Algos,5254
36747717,30000249,13/02/2014 22:18:00,Solomona Dark,Capsule,407
36747709,30000252,13/02/2014 22:17:00,Ereshgikal,Deimos,27238
36747707,30000249,13/02/2014 22:17:00,Solomona Dark,Helios,1800
36747693,30000252,13/02/2014 22:17:00,Consumata,Falcon,10405
36747690,30000250,13/02/2014 22:16:00,H2O LION,Hyena,2847
36747634,30000250,13/02/2014 22:14:00,zaccy Woods,Catalyst,2895
36747529,30000250,13/02/2014 22:10:00,Juckel,Talos,16374
36747491,30000250,13/02/2014 22:08:00,H2O LION,Rupture,6149
36747251,30000274,13/02/2014 22:00:00,TAPAnyHbKA,Dominix,44838
36747180,30000250,13/02/2014 21:58:00,Xiron Corvon,Republic Fleet Firetail,3256
36747181,30000250,13/02/2014 21:58:00,Jessica Moore,Vigilant,11342
36747119,30000250,13/02/2014 21:55:00,Bulletinhoo Parvi,Capsule,399
36747075,30000250,13/02/2014 21:54:00,Bulletinhoo Parvi,Venture,638
36745878,30000250,13/02/2014 21:12:00,KOYOT SKOROSTb,Capsule,431
36745833,30000250,13/02/2014 21:11:00,KOYOT SKOROSTb,Heron,1461
36745502,30000250,13/02/2014 21:00:00,Tamara Best,Capsule,422
36745497,30000250,13/02/2014 20:59:00,Tamara Best,Loki,7019
36745193,30000250,13/02/2014 20:50:00,Nirdanan,Capsule - Genolution  Auroral  197-variant,486
36744912,30000250,13/02/2014 20:42:00,Nirdanan,Ares,1538
36744640,30000304,13/02/2014 20:32:00,Xander Phoena,Ishtar,34420
36744510,30000250,13/02/2014 20:28:00,Jato TheNinja,Capsule,436
36744497,30000250,13/02/2014 20:27:00,Jato TheNinja,Condor,1304
36744373,30000250,13/02/2014 20:23:00,Agnetha Vemane,Nemesis,1568
36744382,30000250,13/02/2014 20:23:00,Agnetha Vemane,Capsule,457
36744199,30000263,13/02/2014 20:19:00,Ninarthil Aivoras,Capsule,433
36744147,30000263,13/02/2014 20:18:00,Ninarthil Aivoras,Ibis,592
36743666,30000250,13/02/2014 20:03:00,Waterpilloh,Capsule,413
36743651,30000250,13/02/2014 20:03:00,Waterpilloh,Heron,923
36743442,30000218,13/02/2014 19:57:00,Pomillio Ristra,Probe,831
36743376,30000250,13/02/2014 19:54:00,Tienark,Capsule,461
36743318,30000250,13/02/2014 19:53:00,Tienark,Blackbird,10447
36743327,30000250,13/02/2014 19:53:00,Pazzesqo,Thorax,9278
36743199,30000250,13/02/2014 19:49:00,Boni Bon,Capsule,427
36743160,30000250,13/02/2014 19:48:00,Boni Bon,Condor,1049
36742255,30000250,13/02/2014 19:17:00,Ratna Leckovic,Capsule,418
36742256,30000250,13/02/2014 19:17:00,Tony Toons,Capsule,424
36742187,30000250,13/02/2014 19:16:00,Ratna Leckovic,Dragoon,3210
36742202,30000250,13/02/2014 19:16:00,Tony Toons,Thrasher,3079
36742203,30000250,13/02/2014 19:16:00,Fara Butta,Tristan,1649
36742213,30000250,13/02/2014 19:16:00,Fara Butta,Capsule,418
36741637,30000250,13/02/2014 18:57:00,Herman Skor,Capsule,410
36741616,30000250,13/02/2014 18:56:00,Herman Skor,Heron,870
36741192,30000250,13/02/2014 18:40:00,Catalytic morphisis,Deimos,13465
36740664,30000250,13/02/2014 18:16:00,Orbis Per,Capsule,407
36740631,30000250,13/02/2014 18:15:00,Orbis Per,Cormorant,2773
36740535,30000284,13/02/2014 18:11:00,Mason Vauxnn,Capsule,402
36740530,30000284,13/02/2014 18:11:00,Mason Vauxnn,Heron,869
36740275,30000250,13/02/2014 18:00:00,Yoko Nelia,Probe,966
