SolarSystemID,Time,Victim,VShip,Damage Taken
30000262,14/02/2014 15:46,TAPAnyHbKA,Maelstrom,75131
30000270,14/02/2014 15:30,Nintsu Tailar,Capsule,409
30000270,14/02/2014 15:29,Nintsu Tailar,Probe,909
30000304,14/02/2014 15:17,MuTakarLech,Daredevil,2131
30000316,14/02/2014 15:16,Mira Thanis,Astero,2477
30000316,14/02/2014 15:16,Mira Thanis,Capsule,454
30000220,14/02/2014 15:12,Razzero Firearrow,Capsule,394
30000220,14/02/2014 15:11,Razzero Firearrow,Heron,868
30000303,14/02/2014 15:09,Billycrw Ricktrump,Capsule,417
30000303,14/02/2014 15:08,Billycrw Ricktrump,Heron,918
30000284,14/02/2014 14:49,Nerochi,Mobile Micro Jump Unit,3429
30000284,14/02/2014 14:47,Nerochi,Mobile Micro Jump Unit,5001
30000231,14/02/2014 13:57,xandrossian,Omen Navy Issue,18688
30000231,14/02/2014 13:54,goldenpower,Mackinaw,15711
30000250,14/02/2014 13:51,Bruce Ichinumi,Hawk,5908
30000250,14/02/2014 13:34,Sleeve McFatterson,Capsule,445
30000250,14/02/2014 13:32,Sleeve McFatterson,Retriever,6970
30000250,14/02/2014 13:18,Yodik,Capsule,401
30000250,14/02/2014 13:17,Yodik,Venture,873
30000284,14/02/2014 09:57,Troilem,Mobile Depot,12505
30000223,14/02/2014 09:57,Elanore Wansmore,Capsule,435
30000223,14/02/2014 09:56,Elanore Wansmore,Raven,21856
30000232,14/02/2014 07:53,Kor Rok,Capsule,410
30000232,14/02/2014 07:52,Kor Rok,Buzzard,1202
30000250,14/02/2014 07:06,Ripun Taradol,Capsule,424
30000250,14/02/2014 07:05,Ripun Taradol,Buzzard,1355
30000284,14/02/2014 04:55,Nerochi,Tornado,6022
30000284,14/02/2014 04:55,gardorian,Oracle,9698
30000284,14/02/2014 04:48,Kane Airias,Mobile Tractor Unit,48680
30000284,14/02/2014 04:41,Kane Airias,Noctis,6167
30000284,14/02/2014 04:40,Neo Sage,Armageddon,66004
30000305,14/02/2014 03:29,Miss Devious,Vexor Navy Issue,45952
30000305,14/02/2014 02:55,Pixlo Fame,Taranis,1670
30000302,14/02/2014 02:09,Ame Umida,Caldari Encounter Surveillance System,226498
30000263,14/02/2014 01:11,Radamere Estidal Estidal,Manticore,1241
30000263,14/02/2014 01:11,Radamere Estidal Estidal,Capsule,481
30000263,14/02/2014 01:10,Cpl Roddy,Capsule - Genolution Auroral 197-variant,454
30000238,14/02/2014 01:10,Radamere Johanson,Capsule,461
30000263,14/02/2014 01:09,Cpl Roddy,Enyo,4647
30000263,14/02/2014 01:06,Rogalas Dorn,Capsule,437
30000263,14/02/2014 01:06,Sol Khan,Enyo,4457
30000263,14/02/2014 01:05,Morgan Torry,Ishkur,3615
30000263,14/02/2014 01:04,Rogalas Dorn,Coercer,2931
30000263,14/02/2014 01:03,Radamere Johanson,Dragoon,4102
30000284,14/02/2014 01:02,Mitchy Baeten,Raven,23731
30000284,14/02/2014 01:02,Mitchy Baeten,Capsule,446
30000252,14/02/2014 00:57,Marowsia Edrick,Capsule,437
30000252,14/02/2014 00:56,Marowsia Edrick,Magnate,985
30000250,14/02/2014 00:41,Irunami Rei,Thorax,9536
30000250,14/02/2014 00:41,Irunami Rei,Capsule,461
30000250,14/02/2014 00:22,Darrek MacNilsen,Capsule,429
30000250,14/02/2014 00:21,Darrek MacNilsen,Slasher,984
30000284,13/02/2014 23:28,Serjan Kairosh,Capsule,432
30000284,13/02/2014 23:24,Nerochi,Capsule,376
30000284,13/02/2014 23:23,Nerochi,Tristan,1865
30000250,13/02/2014 23:13,mishart,Condor,1018
30000263,13/02/2014 22:58,Hypern,Capsule,458
30000284,13/02/2014 22:54,concretechiken,Capsule - Genolution Auroral 197-variant,461
30000284,13/02/2014 22:53,concretechiken,Deimos,18182
30000284,13/02/2014 22:51,Stoned Cody,Ares,2885
30000284,13/02/2014 22:49,Sliver Demon,Tengu,53198
30000250,13/02/2014 22:45,Jessica Moore,Exequror Navy Issue,19614
30000284,13/02/2014 22:40,concretechiken,Ishtar,14595
30000250,13/02/2014 22:35,krallistice,Heretic,3307
30000250,13/02/2014 22:34,Ereshgikal,Taranis,2537
30000250,13/02/2014 22:20,Jessica Moore,Stabber Fleet Issue,38457
30000250,13/02/2014 22:19,Xiron Corvon,Algos,5254
30000249,13/02/2014 22:18,Solomona Dark,Capsule,407
30000252,13/02/2014 22:17,Ereshgikal,Deimos,27238
30000249,13/02/2014 22:17,Solomona Dark,Helios,1800
30000252,13/02/2014 22:17,Consumata,Falcon,10405
30000250,13/02/2014 22:16,H2O LION,Hyena,2847
30000250,13/02/2014 22:14,zaccy Woods,Catalyst,2895
30000250,13/02/2014 22:10,Juckel,Talos,16374
30000250,13/02/2014 22:08,H2O LION,Rupture,6149
30000274,13/02/2014 22:00,TAPAnyHbKA,Dominix,44838
30000250,13/02/2014 21:58,Xiron Corvon,Republic Fleet Firetail,3256
30000250,13/02/2014 21:58,Jessica Moore,Vigilant,11342
30000250,13/02/2014 21:55,Bulletinhoo Parvi,Capsule,399
30000250,13/02/2014 21:54,Bulletinhoo Parvi,Venture,638
30000250,13/02/2014 21:12,KOYOT SKOROSTb,Capsule,431
30000250,13/02/2014 21:11,KOYOT SKOROSTb,Heron,1461
30000250,13/02/2014 21:00,Tamara Best,Capsule,422
30000250,13/02/2014 20:59,Tamara Best,Loki,7019
30000250,13/02/2014 20:50,Nirdanan,Capsule - Genolution Auroral 197-variant,486
30000250,13/02/2014 20:42,Nirdanan,Ares,1538
30000304,13/02/2014 20:32,Xander Phoena,Ishtar,34420
30000250,13/02/2014 20:28,Jato TheNinja,Capsule,436
30000250,13/02/2014 20:27,Jato TheNinja,Condor,1304
30000250,13/02/2014 20:23,Agnetha Vemane,Nemesis,1568
30000250,13/02/2014 20:23,Agnetha Vemane,Capsule,457
30000263,13/02/2014 20:19,Ninarthil Aivoras,Capsule,433
30000263,13/02/2014 20:18,Ninarthil Aivoras,Ibis,592
30000250,13/02/2014 20:03,Waterpilloh,Capsule,413
30000250,13/02/2014 20:03,Waterpilloh,Heron,923
30000218,13/02/2014 19:57,Pomillio Ristra,Probe,831
30000250,13/02/2014 19:54,Tienark,Capsule,461
30000250,13/02/2014 19:53,Tienark,Blackbird,10447
30000250,13/02/2014 19:53,Pazzesqo,Thorax,9278
30000250,13/02/2014 19:49,Boni Bon,Capsule,427
30000250,13/02/2014 19:48,Boni Bon,Condor,1049
30000250,13/02/2014 19:17,Ratna Leckovic,Capsule,418
30000250,13/02/2014 19:17,Tony Toons,Capsule,424
30000250,13/02/2014 19:16,Ratna Leckovic,Dragoon,3210
30000250,13/02/2014 19:16,Tony Toons,Thrasher,3079
30000250,13/02/2014 19:16,Fara Butta,Tristan,1649
30000250,13/02/2014 19:16,Fara Butta,Capsule,418
30000250,13/02/2014 18:57,Herman Skor,Capsule,410
30000250,13/02/2014 18:56,Herman Skor,Heron,870
30000250,13/02/2014 18:40,Catalytic morphisis,Deimos,13465
30000250,13/02/2014 18:16,Orbis Per,Capsule,407
30000250,13/02/2014 18:15,Orbis Per,Cormorant,2773
30000284,13/02/2014 18:11,Mason Vauxnn,Capsule,402
30000284,13/02/2014 18:11,Mason Vauxnn,Heron,869
30000250,13/02/2014 18:00,Yoko Nelia,Probe,966
30000250,13/02/2014 18:00,Yoko Nelia,Capsule,425
30000250,13/02/2014 17:59,Yngvarr Khshayarsha,Capsule,462
30000250,13/02/2014 17:58,Yngvarr Khshayarsha,Caracal,9903
30000250,13/02/2014 17:58,ANSCKARY,Taranis,1511
30000288,13/02/2014 17:53,Bivko Kion,Heron,844
30000288,13/02/2014 17:53,Bivko Kion,Capsule,410
30000284,13/02/2014 17:50,Nintsu Tailar,Probe,894
30000284,13/02/2014 17:50,Nintsu Tailar,Capsule,402
30000250,13/02/2014 17:43,Aqua Latus,Velator,636
30000250,13/02/2014 17:43,Aqua Latus,Capsule,428
30000260,13/02/2014 17:38,ColwirthCC,Capsule,405
30000253,13/02/2014 17:27,Rudolf Bastanold,Hurricane,17916
30000250,13/02/2014 17:11,Vaden Astorian,Capsule,496
30000250,13/02/2014 17:11,Vaden Astorian,Falcon,10121
30000250,13/02/2014 17:08,Whilliam Drake,Capsule,419
30000250,13/02/2014 17:06,Whilliam Drake,Heron,918
30000244,13/02/2014 17:05,Winged Ssalbug,Capsule,413
30000244,13/02/2014 17:04,Winged Ssalbug,Heron,1768
30000226,13/02/2014 16:41,Justin C4se,Scythe,10308
30000250,13/02/2014 16:41,Ghuan Shawre,Capsule,451
30000250,13/02/2014 16:40,Ghuan Shawre,Stabber,8838
30000250,13/02/2014 16:25,Fresh Carnis,Capsule,414
30000250,13/02/2014 16:24,Fresh Carnis,Astero,1928
30000250,13/02/2014 16:02,Taliinn,Capsule,480
30000250,13/02/2014 16:00,Taliinn,Manticore,1155
30000295,13/02/2014 15:53,CAHYA,Capsule,464
30000295,13/02/2014 15:52,Lidgwe,Hawk,2957
30000295,13/02/2014 15:52,Prizrak85,Capsule,465
30000295,13/02/2014 15:51,CAHYA,Flycatcher,4653
30000295,13/02/2014 15:51,Prizrak85,Hawk,2899
30000238,13/02/2014 15:27,Cordylus1029,Buzzard,1413
30000250,13/02/2014 15:20,Midori Yamaguchi,Capsule,458
30000250,13/02/2014 15:15,Horatio McDuck,Capsule,405
30000250,13/02/2014 15:14,Horatio McDuck,Heron,883
30000250,13/02/2014 15:13,mortivore duffy,Capsule,424
30000250,13/02/2014 15:12,mortivore duffy,Heron,925
30000250,13/02/2014 14:47,Bondac,Capsule,461
30000250,13/02/2014 14:47,Bondac,Crow,2818
30000242,13/02/2014 14:43,mortivore duffy,Capsule,425
30000242,13/02/2014 14:42,mortivore duffy,Heron,1097
30000250,13/02/2014 14:29,Bruce Ichinumi,Hawk,5641
30000250,13/02/2014 14:20,Zerod Nakrar,Retribution,3090
30000250,13/02/2014 14:20,Zerod Nakrar,Capsule,444
30000284,13/02/2014 11:37,Wolkus Rotsuda,Capsule,401
30000238,13/02/2014 10:58,xAntonRx,Ares,1872
30000238,13/02/2014 10:58,Michael Duncan,Reaper,632
30000238,13/02/2014 10:57,Juckel,Naga,16767
30000238,13/02/2014 10:55,Michael Duncan,Vagabond,15989
30000238,13/02/2014 10:55,zaccy Woods,Thorax,6098
30000238,13/02/2014 10:54,novasigma Okaski,Naga,15232
30000238,13/02/2014 10:53,InSession,Capsule,461
30000238,13/02/2014 10:52,InSession,Sabre,4748
30000238,13/02/2014 10:51,Juckel,Cerberus,10405
30000238,13/02/2014 10:49,zaccy Woods,Stiletto,2381
30000301,13/02/2014 09:40,Blast Akiga,Capsule,436
30000284,13/02/2014 07:46,Heel Outamon,Capsule,399
30000321,13/02/2014 07:31,Lilith Navarien,Capsule,399
30000263,13/02/2014 04:46,Rhyvane III,Impairor,528
30000263,13/02/2014 04:46,Rhyvane III,Capsule,462
30000317,13/02/2014 02:05,Magenta Blue,Mobile Tractor Unit,48888
30000250,13/02/2014 01:13,Deus Alabel,Leopard,542
30000226,13/02/2014 00:36,Sliver Demon,Rapier,10114
30000250,13/02/2014 00:26,thine punisherEVE,Venture,1610
30000250,13/02/2014 00:26,thine punisherEVE,Capsule,422
30000251,13/02/2014 00:20,xaos-x xaos-x,Capsule,394
30000251,13/02/2014 00:18,xaos-x xaos-x,Heron,855
30000216,12/02/2014 22:30,Looney Ed,Capsule,490
30000250,12/02/2014 21:56,Deimon Piligrim,Capsule,414
30000250,12/02/2014 21:51,Deimon Piligrim,Magnate,877
30000250,12/02/2014 21:40,Lazare Nolen,Capsule,414
30000250,12/02/2014 21:35,Lazare Nolen,Heron,897
30000252,12/02/2014 21:00,Iridescent klr,Malediction,3711
30000252,12/02/2014 20:52,Steiner Kerensky,Helios,1821
30000252,12/02/2014 20:52,Steiner Kerensky,Capsule,461
30000250,12/02/2014 20:30,xtra squishy lol,Maelstrom,72250
30000250,12/02/2014 20:25,darkwars0,Thorax,9178
30000269,12/02/2014 20:01,secondfs Arar,Capsule,406
30000269,12/02/2014 20:00,secondfs Arar,Astero,1934
30000322,12/02/2014 19:58,Don Tzero,Crow,1425
30000250,12/02/2014 19:47,Dementum Latan,Capsule,455
30000250,12/02/2014 19:46,Dementum Latan,Dragoon,3112
30000261,12/02/2014 19:34,Ekleptia,Capsule,438
30000292,12/02/2014 16:40,Relic C,Anathema,1393
30000252,12/02/2014 14:51,Tom Schofield,Capsule,455
30000252,12/02/2014 14:50,Tom Schofield,Gnosis,26750
30000252,12/02/2014 14:49,Stormrunner Hunter,Bellicose,10334
30000250,12/02/2014 14:37,Xiron Corvon,Sabre,5870
30000250,12/02/2014 14:24,Jugger Belvar,Capsule,474
30000250,12/02/2014 14:23,i086 Kado,Capsule,391
30000250,12/02/2014 14:22,i086 Kado,Heron,833
30000250,12/02/2014 14:22,Jugger Belvar,Atron,1369
30000275,12/02/2014 14:18,Kali Dehm,Capsule,429
30000275,12/02/2014 14:16,Kali Dehm,Ibis,506
30000225,12/02/2014 14:09,kingiceninja,Capsule,460
30000225,12/02/2014 14:07,kingiceninja,Blackbird,15604
30000315,12/02/2014 13:39,Zalver,Capsule,499
30000315,12/02/2014 13:36,Zalver,Onyx,5836
30000278,12/02/2014 13:25,xDunkleSeelex Padecain,Hulk,11653
30000252,12/02/2014 13:21,max sayga-crimea,Vexor,6465
30000321,12/02/2014 13:15,Memphis Mong,Heron,987
30000250,12/02/2014 13:09,Aelinn Kohinata,Capsule,424
30000319,12/02/2014 12:27,Ludwig VonKoopa,Mobile Depot,12483
30000264,12/02/2014 12:23,Billycrw Ricktrump,Capsule,417
30000318,12/02/2014 12:22,Josh Tsutola,Mobile Depot,9709
30000264,12/02/2014 12:22,Billycrw Ricktrump,Heron,1152
30000250,12/02/2014 12:21,Gingy Rusky,Federation Navy Comet,3265
30000250,12/02/2014 12:20,SPARTANS2 15,Flycatcher,2771
30000250,12/02/2014 12:00,Aelinn Kohinata,Capsule,424
30000252,12/02/2014 11:33,Olivier Poplan,Capsule,421
30000252,12/02/2014 11:32,Olivier Poplan,Probe,1562
30000317,12/02/2014 10:58,Fewell,Helios,1549
30000253,12/02/2014 09:10,Crooked Joe,Capsule,384
30000253,12/02/2014 09:09,Crooked Joe,Ibis,517
30000284,12/02/2014 06:48,Rayne Starscream Zulu,Capsule,448
30000284,12/02/2014 06:46,Rayne Starscream Zulu,Talwar,5408
30000311,12/02/2014 06:43,Vorrtarsh,Proteus,18999
30000311,12/02/2014 06:43,Vorrtarsh,Capsule,484
30000315,12/02/2014 06:35,Columbus 69,Capsule,461
30000315,12/02/2014 06:34,Columbus 69,Helios,2033
30000284,12/02/2014 06:32,Sai Fidard,Capsule,414
30000284,12/02/2014 06:31,Sai Fidard,Incursus,1505
30000317,12/02/2014 06:26,Al Bundz,Mobile Tractor Unit,48865
30000284,12/02/2014 05:28,Rayne Starscream Zulu,Capsule,434
30000284,12/02/2014 05:26,Rayne Starscream Zulu,Hound,910
30000270,12/02/2014 04:46,dreamgirl,Imperial Navy Slicer,2341
30000266,12/02/2014 04:14,Xuskii,Capsule,440
30000266,12/02/2014 04:14,Xuskii,Legion,62512
30000263,12/02/2014 03:58,Yun Kuai,Naga,11595
30000285,12/02/2014 01:31,Oakan,Gallente Shuttle,524
30000285,12/02/2014 01:31,Oakan,Capsule,461
30000302,12/02/2014 00:27,Jericho Norwood,Capsule,554
30000241,12/02/2014 00:17,DurpDurp,Capsule,459
30000263,12/02/2014 00:15,Hidden Rorshach,Sentinel,2512
30000250,11/02/2014 23:47,Esmeralda Divalone Divalone,Rifter,1405
30000250,11/02/2014 23:41,Vordek Rei,Crusader,1118
30000237,11/02/2014 23:21,Xaphanie Xoros,Capsule,458
30000237,11/02/2014 23:20,Xaphanie Xoros,Ishtar,56827
30000247,11/02/2014 23:16,Miles Yetkin,Manticore,1092
30000247,11/02/2014 23:16,Miles Yetkin,Capsule,429
30000288,11/02/2014 22:58,Korhall Asko,Gila,21983
30000250,11/02/2014 22:55,sandan321,Talos,12317
30000250,11/02/2014 22:52,Nigel Gray,Capsule,432
30000250,11/02/2014 22:51,Nigel Gray,Caracal,12297
30000284,11/02/2014 21:31,zealot0,Lachesis,9471
30000249,11/02/2014 21:09,N7ro Valerian,Caldari Navy Hookbill,5114
30000250,11/02/2014 20:41,Han Swolo,Magnate,952
30000250,11/02/2014 20:41,Han Swolo,Capsule,418
